
# Metric MCR, RefDB BLAST16S_10 V4 species
100	99	97	95	90	Method
0.0	12.5	6.7	.	.	BLCA
9.7	16.1	33.3	.	.	CT1
0.2	0.9	0.0	.	.	CT2
0.0	0.0	0.0	.	.	KNN
0.0	0.9	6.7	.	.	Metaxa2
0.1	0.9	0.0	.	.	Q2_BLAST
24.5	31.2	40.0	.	.	Q2_SK
0.1	0.9	0.0	.	.	Q2_VS
8.8	15.2	23.3	.	.	Q1
9.8	25.9	13.3	.	.	RDP50
5.4	14.3	10.0	.	.	RDP80
2.6	19.6	10.0	.	.	SINTAX50
0.0	8.0	6.7	.	.	SINTAX80
16.1	32.1	16.7	.	.	NBC50
10.2	17.9	10.0	.	.	NBC80
15.3	35.7	53.3	.	.	BTOP
16.0	33.0	63.3	.	.	TOP
16.3	35.7	50.0	.	.	KTOP
0.0	10.7	10.0	.	.	SPINGO
13.8	34.8	46.7	.	.	Microclass
